ISO_country_code,Country,Sub_national_region,World_region,MPI_National,MPI_Regional,Headcount_Ratio_Regional,Intensity_of_deprivation_Regional
NER,Niger,Diffa,Sub-Saharan Africa,0.605,0.556,90.3,61.5
NER,Niger,Dosso,Sub-Saharan Africa,0.605,0.62,92.8,66.8
NER,Niger,Maradi,Sub-Saharan Africa,0.605,0.664,94.1,70.6
NER,Niger,Tahoua,Sub-Saharan Africa,0.605,0.646,92.9,69.5
NER,Niger,Tillaberi,Sub-Saharan Africa,0.605,0.609,92,66.1
NER,Niger,Zinder,Sub-Saharan Africa,0.605,0.641,93.6,68.5
NER,Niger,Niamey,Sub-Saharan Africa,0.605,0.206,42.1,49
NGA,Nigeria,Sokoto,Sub-Saharan Africa,0.303,0.548,85.3,64.2
NGA,Nigeria,Zamfara,Sub-Saharan Africa,0.303,0.605,91.9,65.8
NGA,Nigeria,Katsina,Sub-Saharan Africa,0.303,0.52,82.2,63.2
NGA,Nigeria,Jigawa,Sub-Saharan Africa,0.303,0.552,88.4,62.4
NGA,Nigeria,Yobe,Sub-Saharan Africa,0.303,0.635,90.2,70.4
NGA,Nigeria,Borno,Sub-Saharan Africa,0.303,0.401,70.1,57.2
NGA,Nigeria,Adamawa,Sub-Saharan Africa,0.303,0.295,59,49.9
NGA,Nigeria,Gombe,Sub-Saharan Africa,0.303,0.471,76.9,61.2
NGA,Nigeria,Bauchi,Sub-Saharan Africa,0.303,0.583,86.6,67.3
NGA,Nigeria,Kano,Sub-Saharan Africa,0.303,0.434,76.4,56.8
NGA,Nigeria,Kaduna,Sub-Saharan Africa,0.303,0.311,56.5,55.1
NGA,Nigeria,Kebbi,Sub-Saharan Africa,0.303,0.553,86,64.3
NGA,Nigeria,Niger,Sub-Saharan Africa,0.303,0.324,61.2,52.9
NGA,Nigeria,FCT-Abuja,Sub-Saharan Africa,0.303,0.108,23.5,45.7
NGA,Nigeria,Nasarawa,Sub-Saharan Africa,0.303,0.251,52.4,48
NGA,Nigeria,Plateau,Sub-Saharan Africa,0.303,0.273,51.6,52.9
NGA,Nigeria,Taraba,Sub-Saharan Africa,0.303,0.448,77.7,57.7
NGA,Nigeria,Benue,Sub-Saharan Africa,0.303,0.28,59.2,47.3
NGA,Nigeria,Kogi,Sub-Saharan Africa,0.303,0.113,26.1,43.2
NGA,Nigeria,Kwara,Sub-Saharan Africa,0.303,0.099,23.7,41.9
NGA,Nigeria,Oyo,Sub-Saharan Africa,0.303,0.155,29.4,52.7
NGA,Nigeria,Osun,Sub-Saharan Africa,0.303,0.043,10.9,39.7
NGA,Nigeria,Ekiti,Sub-Saharan Africa,0.303,0.051,12.9,39.6
NGA,Nigeria,Ondo,Sub-Saharan Africa,0.303,0.127,27.9,45.4
NGA,Nigeria,Edo,Sub-Saharan Africa,0.303,0.08,19.2,41.5
NGA,Nigeria,Anambra,Sub-Saharan Africa,0.303,0.05,11.2,44.5
NGA,Nigeria,Enugu,Sub-Saharan Africa,0.303,0.123,28.8,42.6
NGA,Nigeria,Ebonyi,Sub-Saharan Africa,0.303,0.265,56,47.3
NGA,Nigeria,Cross River,Sub-Saharan Africa,0.303,0.146,33.1,44.2
NGA,Nigeria,Akwa Ibom,Sub-Saharan Africa,0.303,0.099,23.8,41.6
NGA,Nigeria,Abia,Sub-Saharan Africa,0.303,0.088,21,42
NGA,Nigeria,Imo,Sub-Saharan Africa,0.303,0.083,19.8,41.9
NGA,Nigeria,Rivers,Sub-Saharan Africa,0.303,0.088,21.1,41.6
NGA,Nigeria,Bayelsa,Sub-Saharan Africa,0.303,0.12,29,41.4
NGA,Nigeria,Delta,Sub-Saharan Africa,0.303,0.107,25.1,42.5
NGA,Nigeria,Lagos,Sub-Saharan Africa,0.303,0.035,8.5,41.1
NGA,Nigeria,Ogun,Sub-Saharan Africa,0.303,0.112,26.4,42.5
NIC,Nicaragua,Nueva Segovia,Latin America and Caribbean,0.072,0.113,25.4,44.4
NIC,Nicaragua,Jinotega,Latin America and Caribbean,0.072,0.195,40.6,48.1
NIC,Nicaragua,Madriz,Latin America and Caribbean,0.072,0.104,23.5,44.1
NIC,Nicaragua,Esteli,Latin America and Caribbean,0.072,0.048,12,40.2
NIC,Nicaragua,Chinandega,Latin America and Caribbean,0.072,0.047,11.9,40.1
NIC,Nicaragua,Leon,Latin America and Caribbean,0.072,0.031,7.2,43.2
NIC,Nicaragua,Matagalpa,Latin America and Caribbean,0.072,0.099,22.3,44.5
NIC,Nicaragua,Boaco,Latin America and Caribbean,0.072,0.13,29.1,44.6
NIC,Nicaragua,Managua,Latin America and Caribbean,0.072,0.021,4.9,43.4
NIC,Nicaragua,Masaya,Latin America and Caribbean,0.072,0.017,4.3,39.9
NIC,Nicaragua,Chontales,Latin America and Caribbean,0.072,0.082,18.5,44.1
NIC,Nicaragua,Granada,Latin America and Caribbean,0.072,0.035,8.7,40.1
NIC,Nicaragua,Carazo,Latin America and Caribbean,0.072,0.025,6.5,37.6
NIC,Nicaragua,Rivas,Latin America and Caribbean,0.072,0.036,9.5,37.7
NIC,Nicaragua,Rio San Juan,Latin America and Caribbean,0.072,0.133,28.9,46
NIC,Nicaragua,RAAN,Latin America and Caribbean,0.072,0.173,35.7,48.6
NIC,Nicaragua,RAAS,Latin America and Caribbean,0.072,0.132,28.1,47
NPL,Nepal,Central Hill,South Asia,0.126,0.05,11.6,42.6
NPL,Nepal,Central Mountain,South Asia,0.126,0.094,23.6,39.6
NPL,Nepal,Central Terai,South Asia,0.126,0.199,42.8,46.5
NPL,Nepal,Eastern Hill,South Asia,0.126,0.063,15.6,40.6
NPL,Nepal,Eastern Mountain,South Asia,0.126,0.133,30.9,43.2
NPL,Nepal,Eastern Terai,South Asia,0.126,0.13,30.5,42.7
NPL,Nepal,Far-Western Hill,South Asia,0.126,0.226,50.7,44.5
NPL,Nepal,Far-Western Mountain,South Asia,0.126,0.144,32.8,43.9
NPL,Nepal,Far-WesternTerai,South Asia,0.126,0.092,22,41.7
NPL,Nepal,MId-Western Hill,South Asia,0.126,0.213,47.5,44.7
NPL,Nepal,MId-Western Mountain,South Asia,0.126,0.286,59.5,48
NPL,Nepal,MId-WesternTerai,South Asia,0.126,0.134,30.3,44.2
NPL,Nepal,Western  Hill,South Asia,0.126,0.072,16.7,43.3
NPL,Nepal,Western  Terai,South Asia,0.126,0.112,25.9,43.3
NPL,Nepal,Western Mountain,South Asia,0.126,0.104,26.4,39.2
PAK,Pakistan,Punjab,South Asia,0.23,0.184,36.6,50.3
PAK,Pakistan,Sindh,South Asia,0.23,0.294,53.2,55.4
PAK,Pakistan,Khyber Pakhtunkhwa,South Asia,0.23,0.247,50.1,49.4
PAK,Pakistan,Balochistan,South Asia,0.23,0.402,70.6,57
PAK,Pakistan,Gilgit Baltistan,South Asia,0.23,0.233,46.9,49.8
PAK,Pakistan,Islamabad (ICT),South Asia,0.23,0.039,9.2,42.7
PER,Peru,Amazonas,Latin America and Caribbean,0.043,0.096,22.9,42
PER,Peru,ðncash,Latin America and Caribbean,0.043,0.044,11.3,39.2
PER,Peru,Apurðmac,Latin America and Caribbean,0.043,0.091,23.1,39.5
PER,Peru,Arequipa,Latin America and Caribbean,0.043,0.009,2.3,38
PER,Peru,Ayacucho,Latin America and Caribbean,0.043,0.071,17.5,40.3
PER,Peru,Cajamarca,Latin America and Caribbean,0.043,0.089,21.7,41.3
PER,Peru,Callao,Latin America and Caribbean,0.043,0,0,
PER,Peru,Cusco,Latin America and Caribbean,0.043,0.062,15.8,39
PER,Peru,Huancavelica,Latin America and Caribbean,0.043,0.122,30.2,40.2
PER,Peru,Huðnuco,Latin America and Caribbean,0.043,0.111,26.6,41.9
PER,Peru,Ica,Latin America and Caribbean,0.043,0.009,2.6,36.3
PER,Peru,Junðn,Latin America and Caribbean,0.043,0.042,10.1,41.6
PER,Peru,La Libertad,Latin America and Caribbean,0.043,0.042,10,41.8
PER,Peru,Lambayeque,Latin America and Caribbean,0.043,0.038,9.2,40.9
PER,Peru,Lima,Latin America and Caribbean,0.043,0.004,1.2,36
PER,Peru,Loreto,Latin America and Caribbean,0.043,0.147,32.5,45.2
PER,Peru,Madre de Dios,Latin America and Caribbean,0.043,0.024,6,39.6
PER,Peru,Moquegua,Latin America and Caribbean,0.043,0.014,3.4,39.4
PER,Peru,Pasco,Latin America and Caribbean,0.043,0.064,15.3,41.6
PER,Peru,Piura,Latin America and Caribbean,0.043,0.05,12,42.2
PER,Peru,Puno,Latin America and Caribbean,0.043,0.069,17,40.4
PER,Peru,San Martðn,Latin America and Caribbean,0.043,0.061,15.2,40.2
PER,Peru,Tacna,Latin America and Caribbean,0.043,0.008,2.2,36.7
PER,Peru,Tumbes,Latin America and Caribbean,0.043,0.014,3.7,38.4
PER,Peru,Ucayali,Latin America and Caribbean,0.043,0.046,11,42.2
PHL,Philippines,National Capital Region,East Asia and the Pacific,0.052,0.026,6.9,38.2
PHL,Philippines,Cordillera Admin Region,East Asia and the Pacific,0.052,0.039,8.5,45.7
PHL,Philippines,Ilocos Region,East Asia and the Pacific,0.052,0.027,6,44.7
PHL,Philippines,Cagayan Valley,East Asia and the Pacific,0.052,0.039,8.4,46.9
PHL,Philippines,Central Luzon,East Asia and the Pacific,0.052,0.035,7.9,44.2
PHL,Philippines,Calabarzon,East Asia and the Pacific,0.052,0.029,7.1,40.3
PHL,Philippines,Mimaropa,East Asia and the Pacific,0.052,0.091,17.1,53.4
PHL,Philippines,Bicol Region,East Asia and the Pacific,0.052,0.068,14.6,46.8
PHL,Philippines,Western Visayas,East Asia and the Pacific,0.052,0.055,11.4,48.6
PHL,Philippines,Central Visayas,East Asia and the Pacific,0.052,0.055,11.2,49
PHL,Philippines,Eastern Visayas,East Asia and the Pacific,0.052,0.054,11.6,46.5
PHL,Philippines,Zamboanga Peninsula,East Asia and the Pacific,0.052,0.075,15.6,48.3
PHL,Philippines,Northern Mindanao,East Asia and the Pacific,0.052,0.093,18,51.6
PHL,Philippines,Davao Peninsula,East Asia and the Pacific,0.052,0.066,13.4,49.3
PHL,Philippines,Soccsksargen,East Asia and the Pacific,0.052,0.09,17,52.7
PHL,Philippines,CARAGA,East Asia and the Pacific,0.052,0.069,15,45.9
PHL,Philippines,Armm,East Asia and the Pacific,0.052,0.14,24.9,56.2
RWA,Rwanda,East,Sub-Saharan Africa,0.259,0.292,59.6,48.9
RWA,Rwanda,Kigali City,Sub-Saharan Africa,0.259,0.118,26.3,44.8
RWA,Rwanda,North,Sub-Saharan Africa,0.259,0.243,51.9,46.8
RWA,Rwanda,South,Sub-Saharan Africa,0.259,0.295,59.9,49.3
RWA,Rwanda,West,Sub-Saharan Africa,0.259,0.266,56,47.4
SDN,Sudan,Blue Nile,Arab States,0.287,0.382,71.8,53.2
SDN,Sudan,Central Darfor,Arab States,0.287,0.501,84.7,59.2
SDN,Sudan,East Darfor,Arab States,0.287,0.481,81.2,59.3
SDN,Sudan,Gadarif,Arab States,0.287,0.404,72.4,55.8
SDN,Sudan,Gezira,Arab States,0.287,0.165,34.7,47.7
SDN,Sudan,Kassala,Arab States,0.287,0.362,66.1,54.8
SDN,Sudan,Khartoum,Arab States,0.287,0.077,17.6,43.6
SDN,Sudan,North Darfor,Arab States,0.287,0.447,83.2,53.7
SDN,Sudan,North Kordofan,Arab States,0.287,0.328,62.4,52.5
SDN,Sudan,Northern,Arab States,0.287,0.047,11.6,40.6
SDN,Sudan,Red Sea,Arab States,0.287,0.223,44.2,50.4
SDN,Sudan,River Nile,Arab States,0.287,0.092,19.2,48
SDN,Sudan,Sinnar,Arab States,0.287,0.277,52.2,53.2
SDN,Sudan,South Darfor,Arab States,0.287,0.42,75.8,55.4
SDN,Sudan,South Kordofan,Arab States,0.287,0.422,72.8,57.9
SDN,Sudan,West Darfor,Arab States,0.287,0.458,78.6,58.3
SDN,Sudan,West Kordofan,Arab States,0.287,0.468,80.6,58.1
SDN,Sudan,White Nile,Arab States,0.287,0.267,51.7,51.6
SEN,Senegal,Center,Sub-Saharan Africa,0.331,0.449,78.1,57.6
SEN,Senegal,North,Sub-Saharan Africa,0.331,0.373,65.1,57.3
SEN,Senegal,Ouest,Sub-Saharan Africa,0.331,0.156,31.4,49.6
SEN,Senegal,South,Sub-Saharan Africa,0.331,0.425,74.1,57.3
SLE,Sierra Leone,Kailahun,Sub-Saharan Africa,0.464,0.537,89.1,60.3
SLE,Sierra Leone,Kenema,Sub-Saharan Africa,0.464,0.477,84.5,56.5
SLE,Sierra Leone,Kono,Sub-Saharan Africa,0.464,0.511,88.5,57.7
SLE,Sierra Leone,Bombali,Sub-Saharan Africa,0.464,0.423,78.7,53.8
SLE,Sierra Leone,Kambia,Sub-Saharan Africa,0.464,0.58,94.3,61.5
SLE,Sierra Leone,Koinadugu,Sub-Saharan Africa,0.464,0.601,93.9,64.1
SLE,Sierra Leone,Port Loko,Sub-Saharan Africa,0.464,0.522,89.9,58
SLE,Sierra Leone,Tonkolili,Sub-Saharan Africa,0.464,0.541,88.9,60.9
SLE,Sierra Leone,Bo,Sub-Saharan Africa,0.464,0.449,80.1,56.1
SLE,Sierra Leone,Bonthe,Sub-Saharan Africa,0.464,0.478,85.8,55.7
SLE,Sierra Leone,Moyamba,Sub-Saharan Africa,0.464,0.569,94.6,60.2
SLE,Sierra Leone,Pujehun,Sub-Saharan Africa,0.464,0.537,91.5,58.7
SLE,Sierra Leone,Western Rural,Sub-Saharan Africa,0.464,0.319,67.7,47.1
SLE,Sierra Leone,Western Urban,Sub-Saharan Africa,0.464,0.191,41.5,46.1
SLV,El Salvador,Ahuachapan,Latin America and Caribbean,0.026,0.03,7.4,40.2
SLV,El Salvador,Cabanas,Latin America and Caribbean,0.026,0.046,11.6,39.8
SLV,El Salvador,Chalatenango,Latin America and Caribbean,0.026,0.036,8.7,41.7
SLV,El Salvador,Cuscatlan,Latin America and Caribbean,0.026,0.025,5.6,44.6
SLV,El Salvador,La Libertad,Latin America and Caribbean,0.026,0.017,4,41.6
SLV,El Salvador,La Paz,Latin America and Caribbean,0.026,0.03,7.3,41
SLV,El Salvador,La Union,Latin America and Caribbean,0.026,0.054,13,41.9
SLV,El Salvador,Morazan,Latin America and Caribbean,0.026,0.04,10.5,38.4
SLV,El Salvador,San Miguel,Latin America and Caribbean,0.026,0.03,7.1,41.6
SLV,El Salvador,San Salvador,Latin America and Caribbean,0.026,0.01,2.6,40.3
SLV,El Salvador,San Vicente,Latin America and Caribbean,0.026,0.02,5.5,36.9
SLV,El Salvador,Santa Ana,Latin America and Caribbean,0.026,0.027,6.1,43.7
SLV,El Salvador,Sonsonate,Latin America and Caribbean,0.026,0.046,10.5,43.8
SLV,El Salvador,Usulutan,Latin America and Caribbean,0.026,0.03,7.3,40.9
SSD,South Sudan,Upper Nile,Sub-Saharan Africa,0.557,0.503,86.3,58.3
SSD,South Sudan,Jonglei and Unity,Sub-Saharan Africa,0.557,0.628,97.5,64.4
SSD,South Sudan,Warap,Sub-Saharan Africa,0.557,0.661,98.7,67
SSD,South Sudan,Northern Bahr el Ghazal,Sub-Saharan Africa,0.557,0.652,97.4,66.9
SSD,South Sudan,Western Bahr el Ghazal,Sub-Saharan Africa,0.557,0.491,84.9,57.9
SSD,South Sudan,Lakes,Sub-Saharan Africa,0.557,0.605,96.9,62.5
SSD,South Sudan,Western Equatoria,Sub-Saharan Africa,0.557,0.456,85.2,53.5
SSD,South Sudan,Central Equatoria,Sub-Saharan Africa,0.557,0.391,75.6,51.7
SSD,South Sudan,Eastern Equatoria,Sub-Saharan Africa,0.557,0.561,92.5,60.7
STP,Sao Tome and Principe,Regio Autonoma de Principe,Sub-Saharan Africa,0.081,0.092,22.3,41.5
STP,Sao Tome and Principe,Regio Centro Este,Sub-Saharan Africa,0.081,0.059,14.3,41.3
STP,Sao Tome and Principe,Regio Norte Oeste,Sub-Saharan Africa,0.081,0.132,29.7,44.3
STP,Sao Tome and Principe,Regio Sul Este,Sub-Saharan Africa,0.081,0.117,28.2,41.4
SUR,Suriname,Paramaribo,Latin America and Caribbean,0.024,0.007,1.9,35.5
SUR,Suriname,Wanica,Latin America and Caribbean,0.024,0.013,3.5,38.8
SUR,Suriname,Nickerie,Latin America and Caribbean,0.024,0.012,3.4,34.9
SUR,Suriname,Coronie,Latin America and Caribbean,0.024,0.006,1.7,33.3
SUR,Suriname,Saramacca,Latin America and Caribbean,0.024,0.011,2.8,39.4
SUR,Suriname,Commewijne,Latin America and Caribbean,0.024,0.008,2.3,35.3
SUR,Suriname,Marowijne,Latin America and Caribbean,0.024,0.026,6.7,39.3
SUR,Suriname,Para,Latin America and Caribbean,0.024,0.023,6,38.4
SUR,Suriname,Brokopondo,Latin America and Caribbean,0.024,0.057,14.5,39.2
SUR,Suriname,Sipaliwini,Latin America and Caribbean,0.024,0.172,38.9,44.1
SWZ,Swaziland,Hhohho,Sub-Saharan Africa,0.066,0.054,12.8,42
SWZ,Swaziland,Lubombo,Sub-Saharan Africa,0.066,0.098,22.7,43.1
SWZ,Swaziland,Manzini,Sub-Saharan Africa,0.066,0.041,10.2,39.9
SWZ,Swaziland,Shiselweni,Sub-Saharan Africa,0.066,0.101,24.7,41
SYR,Syrian Arab Republic,Damascus,Arab States,0.016,0.003,0.8,34.1
SYR,Syrian Arab Republic,Halab,Arab States,0.016,0.026,7.1,37.1
SYR,Syrian Arab Republic,Rural Damascus,Arab States,0.016,0.009,2.2,40.2
SYR,Syrian Arab Republic,Hums,Arab States,0.016,0.007,2.1,34.5
SYR,Syrian Arab Republic,Hama,Arab States,0.016,0.01,2.9,34.8
SYR,Syrian Arab Republic,Latequia,Arab States,0.016,0.004,1.1,38.3
SYR,Syrian Arab Republic,Edlb,Arab States,0.016,0.019,5.3,35.9
SYR,Syrian Arab Republic,Hasaka,Arab States,0.016,0.028,7.2,38.6
SYR,Syrian Arab Republic,Dir Ezor,Arab States,0.016,0.047,12,39.2
SYR,Syrian Arab Republic,Tortous,Arab States,0.016,0,0.1,33.3
SYR,Syrian Arab Republic,Raqa,Arab States,0.016,0.028,7.4,37.6
SYR,Syrian Arab Republic,Daraa,Arab States,0.016,0.011,3,35.7
SYR,Syrian Arab Republic,As-swidaa,Arab States,0.016,0.002,0.6,35.1
SYR,Syrian Arab Republic,Qonitara,Arab States,0.016,0.011,2.9,37.1
TCD,Chad,Barh El Gazal,Sub-Saharan Africa,0.552,0.654,95.7,68.3
TCD,Chad,Batha,Sub-Saharan Africa,0.552,0.659,95.7,68.8
TCD,Chad,Borkou/Tibesti,Sub-Saharan Africa,0.552,0.537,89,60.4
TCD,Chad,Chari Baguirmi,Sub-Saharan Africa,0.552,0.646,96.9,66.7
TCD,Chad,Ennedi,Sub-Saharan Africa,0.552,0.625,96.8,64.6
TCD,Chad,GuðRa,Sub-Saharan Africa,0.552,0.643,95.4,67.4
TCD,Chad,Hadjer-Lamis,Sub-Saharan Africa,0.552,0.654,95.4,68.6
TCD,Chad,Kanem,Sub-Saharan Africa,0.552,0.696,98.5,70.7
TCD,Chad,Lac,Sub-Saharan Africa,0.552,0.744,98.1,75.9
TCD,Chad,Logone Occidental,Sub-Saharan Africa,0.552,0.44,79.1,55.6
TCD,Chad,Logone Oriental,Sub-Saharan Africa,0.552,0.504,86.3,58.4
TCD,Chad,Mandoul,Sub-Saharan Africa,0.552,0.529,88.1,60
TCD,Chad,Mayo Kebbi Est,Sub-Saharan Africa,0.552,0.509,86.1,59.2
TCD,Chad,Mayo Kebbi Ouest,Sub-Saharan Africa,0.552,0.479,85,56.3
TCD,Chad,Moyen Chari,Sub-Saharan Africa,0.552,0.411,74.1,55.5
TCD,Chad,N'DjamðNa,Sub-Saharan Africa,0.552,0.257,52.7,48.7
TCD,Chad,Ouaddað,Sub-Saharan Africa,0.552,0.683,95.3,71.7
TCD,Chad,Salamat,Sub-Saharan Africa,0.552,0.678,97.8,69.4
TCD,Chad,Sila,Sub-Saharan Africa,0.552,0.697,98.9,70.4
TCD,Chad,Tandjilð,Sub-Saharan Africa,0.552,0.487,84.3,57.7
TCD,Chad,Wadi Fira,Sub-Saharan Africa,0.552,0.709,99,71.6
TGO,Togo,Commune de Lome,Sub-Saharan Africa,0.252,0.067,16.4,40.8
TGO,Togo,Region Maritime,Sub-Saharan Africa,0.252,0.243,50.9,47.6
TGO,Togo,Region des Plateaux,Sub-Saharan Africa,0.252,0.325,62.7,51.8
TGO,Togo,Region Centrale,Sub-Saharan Africa,0.252,0.236,52.5,44.9
TGO,Togo,Region de la Kara,Sub-Saharan Africa,0.252,0.324,63.3,51.3
TGO,Togo,Region des Savanes,Sub-Saharan Africa,0.252,0.439,76.9,57.1
TJK,Tajikistan,Dushanbe,Europe and Central Asia,0.054,0.021,6.1,34.5
TJK,Tajikistan,Gorno-Badakhshan Autonomous Oblast,Europe and Central Asia,0.054,0.048,12.1,40
TJK,Tajikistan,Sughd,Europe and Central Asia,0.054,0.033,8.1,41.2
TJK,Tajikistan,Districts of Republican Subordination,Europe and Central Asia,0.054,0.045,11.4,39.2
TJK,Tajikistan,Khatlon,Europe and Central Asia,0.054,0.086,20.5,41.7
TLS,Timor-Leste,Aileu,East Asia and the Pacific,0.36,0.379,73,51.9
TLS,Timor-Leste,Ainaro,East Asia and the Pacific,0.36,0.444,79.7,55.7
TLS,Timor-Leste,Baucau,East Asia and the Pacific,0.36,0.357,71.3,50
TLS,Timor-Leste,Bobonaro,East Asia and the Pacific,0.36,0.406,75.9,53.5
TLS,Timor-Leste,Cova Lima,East Asia and the Pacific,0.36,0.31,62.1,49.9
TLS,Timor-Leste,Dili,East Asia and the Pacific,0.36,0.127,28.6,44.3
TLS,Timor-Leste,Ermera,East Asia and the Pacific,0.36,0.497,87,57.2
TLS,Timor-Leste,Liquica,East Asia and the Pacific,0.36,0.387,70,55.3
TLS,Timor-Leste,Lautem,East Asia and the Pacific,0.36,0.373,73.1,51
TLS,Timor-Leste,Manufahi,East Asia and the Pacific,0.36,0.353,68.4,51.6
TLS,Timor-Leste,Manatuto,East Asia and the Pacific,0.36,0.295,60.6,48.7
TLS,Timor-Leste,Oecussi,East Asia and the Pacific,0.36,0.508,86.2,58.9
TLS,Timor-Leste,Viqueque,East Asia and the Pacific,0.36,0.41,79,51.9
TTO,Trinidad and Tobago,North West,Latin America and Caribbean,0.02,0.023,6.4,35.2
TTO,Trinidad and Tobago,Eastern,Latin America and Caribbean,0.02,0.026,7.2,35.9
TTO,Trinidad and Tobago,North Central,Latin America and Caribbean,0.02,0.02,5.7,34.4
TTO,Trinidad and Tobago,South West,Latin America and Caribbean,0.02,0.016,4.3,36.2
TTO,Trinidad and Tobago,Tobago,Latin America and Caribbean,0.02,0.019,5.4,34.3
TZA,"Tanzania, United Republic of",Central,Sub-Saharan Africa,0.284,0.332,66.1,50.2
TZA,"Tanzania, United Republic of",Eastern,Sub-Saharan Africa,0.284,0.145,31.7,45.6
TZA,"Tanzania, United Republic of",Lake,Sub-Saharan Africa,0.284,0.346,66.7,51.9
TZA,"Tanzania, United Republic of",Northern,Sub-Saharan Africa,0.284,0.2,41.6,48
TZA,"Tanzania, United Republic of",South West Highlands,Sub-Saharan Africa,0.284,0.312,64.2,48.6
TZA,"Tanzania, United Republic of",Southern,Sub-Saharan Africa,0.284,0.296,61.8,47.9
TZA,"Tanzania, United Republic of",Southern Highlands,Sub-Saharan Africa,0.284,0.226,50.3,44.9
TZA,"Tanzania, United Republic of",Western,Sub-Saharan Africa,0.284,0.397,72.1,55.1
TZA,"Tanzania, United Republic of",Zanzibar,Sub-Saharan Africa,0.284,0.143,30.5,46.9
UGA,Uganda,Kampala,Sub-Saharan Africa,0.367,0.076,17.3,43.9
UGA,Uganda,Central 1,Sub-Saharan Africa,0.367,0.3,59.5,50.4
UGA,Uganda,Central 2,Sub-Saharan Africa,0.367,0.294,61,48.3
UGA,Uganda,East Central,Sub-Saharan Africa,0.367,0.371,74.7,49.7
UGA,Uganda,Eastern,Sub-Saharan Africa,0.367,0.417,81.7,51.1
UGA,Uganda,North,Sub-Saharan Africa,0.367,0.431,78,55.2
UGA,Uganda,Karamoja,Sub-Saharan Africa,0.367,0.634,96.5,65.7
UGA,Uganda,West Nile,Sub-Saharan Africa,0.367,0.484,84.9,57
UGA,Uganda,Western,Sub-Saharan Africa,0.367,0.346,67.9,50.9
UGA,Uganda,Southwest,Sub-Saharan Africa,0.367,0.4,74.6,53.6
UZB,Uzbekistan,Western,Europe and Central Asia,0.008,0.007,2,34.3
UZB,Uzbekistan,Central,Europe and Central Asia,0.008,0.011,3.2,36
UZB,Uzbekistan,Southern,Europe and Central Asia,0.008,0.016,4.1,38.6
UZB,Uzbekistan,Central-Eastern,Europe and Central Asia,0.008,0.004,1.1,34.7
UZB,Uzbekistan,Eastern,Europe and Central Asia,0.008,0.006,1.7,34.4
UZB,Uzbekistan,Tashkent,Europe and Central Asia,0.008,0.001,0.4,33.3
VNM,Viet Nam,Red River Delta,East Asia and the Pacific,0.029,0.013,3.8,34.8
VNM,Viet Nam,Northern Midlands and Mountain area,East Asia and the Pacific,0.029,0.064,14.4,44.7
VNM,Viet Nam,North Central and Central Coastal area,East Asia and the Pacific,0.029,0.024,6.3,38.8
VNM,Viet Nam,Central Highlands,East Asia and the Pacific,0.029,0.057,12.8,44.3
VNM,Viet Nam,South East,East Asia and the Pacific,0.029,0.017,4.4,39.1
VNM,Viet Nam,Mekong River Delta,East Asia and the Pacific,0.029,0.03,7.5,39.7
YEM,Yemen,Ibb,Arab States,0.236,0.2,41.9,47.7
YEM,Yemen,Abyan,Arab States,0.236,0.136,29.8,45.7
YEM,Yemen,Sanaa City,Arab States,0.236,0.057,14.3,39.6
YEM,Yemen,Al-Baidha,Arab States,0.236,0.191,38,50.3
YEM,Yemen,Taiz,Arab States,0.236,0.207,41.4,50.1
YEM,Yemen,Al-Jawf,Arab States,0.236,0.214,46.4,46.1
YEM,Yemen,Hajjah,Arab States,0.236,0.447,76,58.8
YEM,Yemen,Al-Hodiedah,Arab States,0.236,0.343,62.2,55.1
YEM,Yemen,Hadramout,Arab States,0.236,0.12,26.5,45.1
YEM,Yemen,Dhamar,Arab States,0.236,0.325,60.9,53.4
YEM,Yemen,Shabwah,Arab States,0.236,0.163,36.6,44.4
YEM,Yemen,Sadah,Arab States,0.236,0.278,56.1,49.5
YEM,Yemen,Sanaa,Arab States,0.236,0.255,51.5,49.6
YEM,Yemen,Aden,Arab States,0.236,0.062,15,41.1
YEM,Yemen,Lahj,Arab States,0.236,0.176,36.3,48.4
YEM,Yemen,Mareb,Arab States,0.236,0.214,45.9,46.7
YEM,Yemen,Al-Mhweit,Arab States,0.236,0.349,64.6,54
YEM,Yemen,Al-Mhrah,Arab States,0.236,0.105,21.6,48.8
YEM,Yemen,Amran,Arab States,0.236,0.322,60.2,53.6
YEM,Yemen,Aldhalae,Arab States,0.236,0.2,42.4,47.1
YEM,Yemen,Reimah,Arab States,0.236,0.381,72.4,52.6
ZMB,Zambia,Central,Sub-Saharan Africa,0.281,0.292,59.9,48.8
ZMB,Zambia,Copperbelt,Sub-Saharan Africa,0.281,0.158,34.1,46.3
ZMB,Zambia,Eastern,Sub-Saharan Africa,0.281,0.369,71.4,51.7
ZMB,Zambia,Luapula,Sub-Saharan Africa,0.281,0.392,75.9,51.6
ZMB,Zambia,Lusaka,Sub-Saharan Africa,0.281,0.112,26,42.9
ZMB,Zambia,Muchinga,Sub-Saharan Africa,0.281,0.368,72,51.2
ZMB,Zambia,Northern,Sub-Saharan Africa,0.281,0.397,75.6,52.6
ZMB,Zambia,North Western,Sub-Saharan Africa,0.281,0.334,67.3,49.7
ZMB,Zambia,Southern,Sub-Saharan Africa,0.281,0.301,62.1,48.5
ZMB,Zambia,Western,Sub-Saharan Africa,0.281,0.399,76.2,52.3
